#             		B	    B        B          V  	    V        V          R  	    R        R          J  	    J        J          K  	    K        K            
#    JD start        JD start      mag      err      JD start      mag      err      JD start      mag      err      JD start      mag      err      JD start      mag      err
#                                                                                                                                                                               
   2455228.84069   2455228.84069  17.690   0.037   2455228.84293  17.086   0.026   2455228.84461  16.456   0.018   2455228.84289  14.439   0.012   2455228.84065  12.562   0.014
   2455229.85946   2455229.85946  17.682   0.040   2455229.86170  16.960   0.028   2455229.86340  16.365   0.021   2455229.86166  14.375   0.011   2455229.85941  12.376   0.014
   2455232.77903   2455232.77903  17.403   0.018   2455232.78128  16.819   0.014   2455232.78296  16.156   0.011   2455232.78124  14.174   0.010   2455232.77900  11.658   0.008
   2455234.85002   2455234.85002  17.770   0.018   2455234.85227  17.198   0.014   2455234.85398  16.526   0.010   2455234.85223  14.524   0.012   2455234.84998  12.033   0.007
   2455237.82814   2455237.82814  18.118   0.017   2455237.83039  17.489   0.014   2455237.83208  16.862   0.011   2455237.83035  14.896   0.014   2455237.82810  12.269   0.010
   2455240.77147   2455240.77147  18.260   0.022   2455240.77369  17.594   0.031   2455240.77537  16.932   0.024   2455240.77366  14.932   0.027   2455240.77143  12.808   0.013
   2455243.77422   2455243.77422  18.313   0.019   2455243.77644  17.740   0.016   2455243.77812  17.058   0.012   2455243.77640  15.127   0.015   2455243.77418  12.438   0.010
   2455245.77073       999.00000 999.000 999.000       999.00000 999.000 999.000       999.00000 999.000 999.000   2455245.77073  15.142   0.016   2455245.76849  12.695   0.011
   2455246.84134   2455246.84134  18.405   0.021   2455246.84358  17.792   0.018       999.00000 999.000 999.000   2455246.84354  15.169   0.016   2455246.84130  12.707   0.014
   2455248.73863   2455248.73863  18.434   0.025   2455248.74089  17.825   0.020   2455248.74258  17.164   0.016   2455248.74085  15.326   0.020   2455248.73859  12.861   0.016
   2455249.83584   2455249.83584  18.557   0.027   2455249.83809  17.960   0.022   2455249.83977  17.285   0.017   2455249.83805  15.238   0.018   2455249.83580  12.841   0.013
   2455251.84979   2455251.84979  18.445   0.021   2455251.85203  17.913   0.018   2455251.85374  17.269   0.014   2455251.85200  15.182   0.017   2455251.84975  12.953   0.012
   2455253.73345   2455253.73345  18.524   0.052   2455253.73568  17.951   0.037   2455253.73736  17.270   0.024   2455253.73564  15.333   0.019   2455253.73341  12.892   0.014
   2455254.74894   2455254.74894  18.477   0.064   2455254.75120  18.004   0.047   2455254.75289  17.332   0.031   2455254.75116  15.404   0.020   2455254.74890  12.833   0.014
   2455255.76629   2455255.76629  18.516   0.089   2455255.76852  17.997   0.062   2455255.77021  17.051   0.031   2455255.76848  15.428   0.020   2455255.76625  13.027   0.017
   2455256.78440   2455256.78440  18.557   0.121   2455256.78666  18.236   0.104   2455256.78837  17.097   0.047   2455256.78662  15.472   0.024   2455256.78436  12.765   0.016
   2455259.77907   2455259.77907  18.451   0.058   2455259.78133  17.872   0.044       999.00000 999.000 999.000   2455259.78130  15.443   0.019   2455259.77903  12.743   0.014
